"WORD","POS"
"کاروبار","Noun"
"کارول","Verb"
"کاري","Adjective"
"کاريکاتور","Noun"
"کاريګر","Noun"
"کارټن","Noun"
"کارډ","Noun"
"کارګاه","Noun"
"کارګر","Noun"
"کارګري","Adjective"
"کارګه","Noun"
"کارګه ټکۍ","Noun"
"کارۍ","Noun"
"کارېز","Noun"
"کاز","Noun"
"کازموګرافي","Noun"
"کاسب","Noun"
"کاسه","Noun"
"کاسيره","Adjective"
"کاشف","Noun"
"کاشي","Adjective"
"کاشي کاري","Noun"
"کاشين","Noun"
"کاغذ","Noun"
"کاغذباد","Noun"
"کاغذدانۍ","Noun"
"کاغذي","Adjective"
"کاغۍ","Noun"
"کاف","Noun"
"کافر","Noun"
"کافور","Noun"
"کافي","Adjective"
"کافي","Noun"
"کاک","Noun"
"کاکا","Noun"
"کاکړ","Noun"
"کال","Noun"
"کالبوت","Noun"
"کالکه","Noun"
"کالنۍ","Adjective"
"کالنۍ","Noun"
"کالوري","Noun"
"کالي","Noun"
"کاليزه","Noun"
"کام","Noun"
"کام ناکام","Adverb"
"کامچه","Noun"
"کامره","Noun"
"کامل","Adjective"
"کامياب","Adjective"
"کاميابول","Verb"
"کاميابي","Noun"
"کاميابېدل","Verb"
"کان","Noun"
"کانال","Noun"
"کاناډا","Noun"
"کانتين","Noun"
"کانديد","Noun"
"کانديدول","Verb"
"کانديدېدل","Verb"
"کانسروه","Noun"
"کانسرټ","Noun"
"کانسونېنټ","Noun"
"کانکرېټ","Noun"
"کانکور","Noun"
"کانه","Noun"
"کاني","Adjective"
"کانګه","Noun"
"کانګې","Noun"
"کاهو","Noun"
"کاونډيتوب","Noun"
"کاوو","Noun"
"کاينات","Noun"
"کايښت","Noun"
"کاټېرۍ","Noun"
"کاړي واړي","Adjective"
"کاګل","Noun"
"کاڼ","Noun"
"کاڼه","Noun"
"کاڼی","Noun"
"کب","Noun"
"کب نيول","Verb"
"کباب","Noun"
"کبابول","Verb"
"کبابي","Noun"
"کبابېدل","Verb"
"کبر","Noun"
"کبرجن","Adjective"
"کبرکن","Noun"
"کبل","Noun"
"کبلی","Noun"
"کپ","Noun"
"کپرک","Noun"
"کپرۍ","Noun"
"کپس","Noun"
"کپسول","Noun"
"کپن","Noun"
"کپن کښ","Noun"
"کپه","Noun"
"کپړه","Noun"
"کپۍ","Noun"
"کت","Noun"
"کتاب","Noun"
"کتاب خرڅوونکی","Noun"
"کتابت","Noun"
"کتابچه","Noun"
"کتابخانه","Noun"
"کتابدار","Noun"
"کتابداري","Noun"
"کتابفروشي","Noun"
"کتابي","Adjective"
"کتار","Noun"
"کتان","Noun"
"کتاني","Adjective"
"کتره","Noun"
"کتغ","Noun"
"کتل","Verb"
"کتلاک","Noun"
"کتلمه","Noun"
"کتله","Noun"
"کتنه","Noun"
"کتنځی","Noun"
"کته","Adverb"
"کته","Noun"
"کتول","Verb"
"کتيبه","Noun"
"کتېدل","Verb"
"کثافت","Noun"
"کثرت","Noun"
"کثيرالاضلاع","Noun"
"کثيف","Adjective"
"کجاوه","Noun"
"کجک","Noun"
"کجل","Noun"
"کجور","Noun"
"کجوره","Noun"
"کجير","Noun"
"کچ","Noun"
"کچالو","Noun"
"کچر","Noun"
"کچره","Noun"
"کچکول","Noun"
"کچل","Adjective"
"کچنۍ","Noun"
"کچه","Adjective"
"کچه","article"
"کچه","Noun"
"کچول","Noun"
"کچول","Verb"
"کچوله","Noun"
"کر","Noun"
"کراچي","Noun"
"کرار","Adjective"
"کراره","Adjective"
"کرارول","Verb"
"کراري","Noun"
"کراسته","Adjective"
"کرامت","Noun"
"کراهت","Noun"
"کرايه","Noun"
"کرايه کښ","Noun"
"کرايي","Adjective"
"کراړ","Adjective"
"کراړ","Noun"
"کراړه","Noun"
"کرباس","Noun"
"کربوړی","Noun"
"کرپ","Noun"
"کرپا","Noun"
"کرپند","Adjective"
"کرپندوکی","Noun"
"کرپول","Verb"
"کرپی","Noun"
"کرچ","Noun"
"کرچهار","Noun"
"کرچول","Verb"
"کرچی","Noun"
"کرد","Noun"
"کردار","Noun"
"کردوړی","Noun"
"کردي","Adjective"
"کرشنيل","Noun"
"کرغشی","Adjective"
"کرغه","Noun"
"کرغښی","Noun"
"کرغېړن","Adjective"
"کرغېړنول","Verb"
"کرغېړنيدل","Verb"
"کرکجن","Adjective"
"کرکره","Noun"
"کرکنکه","Noun"
"کرکنکه","Noun"
"کرکنډه","Noun"
"کرکه","Noun"
"کرکۍ","Noun"
"کرل","Verb"
"کرم","Noun"
"کرمچ","Noun"
"کرميچ","Noun"
"کرنکه","Noun"
"کرنه","Noun"
"کرنيل","Noun"
"کرنډ","Adjective"
"کرنګ","Adjective"
"کرنګ","Noun"
"کره","Noun"
"کره کتنه","Noun"
"کرهار","Noun"
"کرهه","Noun"
"کرهڼه","Noun"
"کروکي","Noun"
"کرون","Noun"
"کرونده","Noun"
"کروندګر","Noun"
"کروه","Noun"
"کروړ","Adjective"
"کروړ","Adjective"
"کروړه","Noun"
"کروی","Adjective"
"کروی","Noun"
"کروېږه","Adjective"
"کرياب","Adjective"
"کريابول","Verb"
"کريابي","Noun"
"کريابېدل","Verb"
"کريچ","Noun"
"کريکه","Noun"
"کريم","Noun"
"کريمينولوجي","Noun"
"کريډټ","Noun"
"کريږه","Noun"
"کرښ","Noun"
"کرښه","Noun"
"کرښيل","Noun"
"کرښی","Noun"
"کرګدن","Noun"
"کرګس","Noun"
"کرڼۍ","Noun"
"کرۍ","Adjective"
"کرۍ","Noun"
"کرېز","Noun"
"کرېټ","Noun"
"کرېړ","Noun"
"کسات","Noun"
"کسات اخيستل","Verb"
"کسب","Noun"
"کسبول","Verb"
"کسبي","Adjective"
"کسبګر","Noun"
"کسر","Noun"
"کسره","Noun"
"کسري","Adjective"
"کسکر","Noun"
"کسی","Noun"
"کش","Noun"
"کشاف","Noun"
"کشاله","Noun"
"کشپ","Noun"
"کشت","Noun"
"کشر","Adjective"
"کشری","Adjective"
"کشف","Noun"
"کشفول","Verb"
"کشکارل","Verb"
"کشکره","Noun"
"کشکې","Adverb"
"کشمالو","Noun"
"کشمالی","Noun"
"کشمش","Noun"
"کشميره","Noun"
"کشو","Noun"
"کشول","Verb"
"کشړوپ","Adjective"
"کشی","Noun"
"کشېدل","Verb"
"کعبه","Noun"
"کغ","Noun"
"کفاره","Noun"
"کفالت","Noun"
"کفايت","Noun"
"کفر","Noun"
"کفن","Noun"
"کفيل","Noun"
"کک","Noun"
"ککره","Noun"
"ککرۍ","Noun"
"ککوړی","Noun"
"ککوی","Noun"
"ککوې","Noun"
"ککړ","Adjective"
"ککړول","Verb"
"ککړېدل","Verb"
"کلا","Noun"
"کلابند","Adjective"
"کلابندي","Noun"
"کلاسيسيزم","Noun"
"کلاسيک","Adjective"
"کلال","Noun"
"کلالي","Noun"
"کلام","Noun"
"کلانکاره","Adjective"
"کلانکاري","Noun"
"کلاوه","Noun"
"کلب","Noun"
"کلپ","Adjective"
"کلپ","Noun"
"کلپول","Verb"
"کلپي","Noun"
"کلپېدل","Verb"
"کلتور","Noun"
"کلتوري","Adjective"
"کلچ","Noun"
"کلچر","Noun"
"کلچه","Noun"
"کلخوز","Noun"
"کلداره","Noun"
"کلسيم","Noun"
"کلک","Adjective"
"کلکسيون","Noun"
"کلکوالی","Noun"
"کلکول","Verb"
"کلکين","Noun"
"کلکېدل","Verb"
"کلم","Noun"
"کلمه","Noun"
"کلنګي","Adjective"
"کلنی","Adjective"
"کله","Adverb"
"کله","Noun"
"کله پز","Noun"
"کله کله","Adverb"
"کلوچ","Adjective"
"کلورين","Noun"
"کلول","Verb"
"کلوښته","Noun"
"کلي","Adjective"
"کلي","Noun"
"کليات","Noun"
"کليزه","Noun"
"کليسا","Noun"
"کليشه","Noun"
"کلينک","Noun"
"کلينک","Noun"
"کليه","Noun"
"کليوال","Noun"
"کلګی","Noun"
"کلی","Noun"
"کم","Adjective"
"کم","Adverb"
"کم اصل","Adjective"
"کم بخته","Adjective"
"کم خرڅه","Adjective"
"کم خوني","Noun"
"کمال","Noun"
"کمالداره","Adjective"
"کمانۍ","Noun"
"کمايي","Noun"
"کمبره","Adjective"
"کمبله","Noun"
"کمبوت","Noun"
"کمبود","Noun"
"کمبوديا","Noun"
"کمپ","Noun"
"کمپراډور","Noun"
"کمپنۍ","Noun"
"کمپوز","Noun"
"کمپوډر","Noun"
"کمچه","Noun"
"کمر","Noun"
"کمربند","Noun"
"کمرنګه","Adjective"
"کمره","Noun"
"کمزورتيا","Noun"
"کمزوره","Adjective"
"کمزوري","Noun"
"کمزوری","Adjective"
"کمک","Noun"
"کمکينه","Noun"
"کمکی","Adjective"
"کمند","Noun"
"کموالی","Noun"
"کمول","Verb"
"کمون","Noun"
"کمونيزم","Noun"
"کمونيست","Noun"
"کمونيستي","Adjective"
"کمي","Adjective"
"کميت","Noun"
"کميدي","Noun"
"کميس","Noun"
"کميسار","Noun"
"کميسيون","Noun"
"کميک","Adjective"
"کميټه","Noun"
"کمېدل","Verb"
"کمېشن","Noun"
"کمېشن کار","Noun"
"کناوېز","Noun"
"کنايه","Noun"
"کناټی","Noun"
"کنترول","Noun"
"کنترولر","Noun"
"کنترولول","Verb"
"کنج","Noun"
"کنجاره","Noun"
"کنجاړه","Noun"
"کنجتې","Noun"
"کنجرۍ","Noun"
"کنجوس","Adjective"
"کنجوغه","Noun"
"کند","Noun"
"کندهار","Noun"
"کندهاری","Noun"
"کندو","Noun"
"کنسرو","Noun"
"کنسرټ","Noun"
"کنسکی","Adjective"
"کنفدراسيون","Noun"
"کنفرانس","Noun"
"کنوانسيون","Noun"
"کني کبر","Noun"
"کنيه","Noun"
"کنټرول","Noun"
"کنټرولول","Verb"
"کنځا","Noun"
"کنځل","Verb"
"کنځله","Noun"
"کنډاس","Noun"
"کنډال","Noun"
"کنډر","Noun"
"کنډک","Noun"
"کنډکمشر","Noun"
"کنډو","Noun"
"کنډواله","Noun"
"کنډول","Adjective"
"کنډول","Noun"
"کنډولی","Noun"
"کنډوول","Verb"
"کنړ","Noun"
"کنګال","Adjective"
"کنګالول","Verb"
"کنګره","Noun"
"کنګل","Noun"
"کنګلېدل","Verb"
"کنګو","Noun"
"که","Adverb"
"کهار","Noun"
"کهاله","Adjective"
"کهالي","Noun"
"کهتري","Noun"
"کهربا","Noun"
"کهول","Noun"
"کهښت","Noun"
"کهۍ","Noun"
"کوارچه","Noun"
"کواره","Noun"
"کوايت","Noun"
"کواټ","Noun"
"کواټه","Adjective"
"کوبالټ","Noun"
"کوبۍ","Noun"
"کوپ","Noun"
"کوپراتيف","Noun"
"کوپه","Noun"
"کوپون","Noun"
"کوپړه","Noun"
"کوپړۍ","Noun"
"کوت","Adjective"
"کوت","Noun"
"کوتان","Noun"
"کوتره","Noun"
"کوتری","Noun"
"کوتک","Noun"
"کوتل","Noun"
"کوتل","Verb"
"کوتنه","Noun"
"کوتی","Noun"
"کوتۍ","Noun"
"کوجرکي","Noun"
"کوچ","Noun"
"کوچلانه","Noun"
"کوچنوټی","Adjective"
"کوچنيواله","Noun"
"کوچنيوالی","Noun"
"کوچنی","Adjective"
"کوچه","Noun"
"کوچه مار","Noun"
"کوچي","Adjective"
"کوچي","Noun"
"کوچيانی","Adjective"
"کوچی","Noun"
"کوچېدل","Verb"
"کوخکه","Noun"
"کود","Noun"
"کودتا","Noun"
"کودری","Noun"
"کوده","Noun"
"کودی","Noun"
"کور","Noun"
"کوربچه","Noun"
"کوربل","Noun"
"کوربنه","Noun"
"کوربه","Noun"
"کورپه","Noun"
"کورت","Noun"
"کورتوبه","Noun"
"کورتۍ","Noun"
"کورد","Noun"
"کورداري","Noun"
"کورديپلوماتيک","Noun"
"کورس","Noun"
"کورغ","Adjective"
"کورکمن","Noun"
"کورکی","Noun"
"کورمانه","Noun"
"کورمک","Adjective"
"کورمن","Noun"
"کورمه","Noun"
"کورنځۍ","Noun"
"کورنګی","Noun"
"کورنی","Adjective"
"کورنۍ","Noun"
"کوره","Adjective"
"کوره","Noun"
"کوره کول","Verb"
"کوروالا","Adjective"
"کوروالا","Noun"
"کورودانی","Noun"
"کوريا","Noun"
"کورګی","Noun"
"کوری","Noun"
"کورې","Adverb"
"کورېز","Noun"
"کوز","Adjective"
"کوزده","Noun"
"کوزه","Noun"
"کوزول","Verb"
"کوزياڼه","Noun"
"کوزړۍ","Noun"
"کوزېدل","Verb"
"کوژدن","Noun"
"کوژده","Noun"
"کوسه","Adjective"
"کوسی","Noun"
"کوسۍ","Noun"
"کوشېر","Noun"
"کوشېرول","Verb"
"کوشېرېدل","Verb"
"کوک","Noun"
"کوکاره","Noun"
"کوکری","Noun"
"کوکرې","Noun"
"کوکه","Noun"
"کوکه کولا","Noun"
"کوکو","Noun"
"کوکول","Verb"
"کوکي","Noun"
"کوکۍ","Noun"
"کول","Adverb"
"کول","Noun"
"کول","Verb"
"کولپ","Noun"
"کولپک","Noun"
"کولپول","Verb"
"کولپېدل","Verb"
"کولچه","Noun"
"کولک","Noun"
"کولکټيو","Noun"
"کولمبيا","Noun"
"کولمه","Noun"
"کولنډی","Noun"
"کوله","Noun"
"کولۍ","Noun"
"کوم","proNoun"
"کوما","Noun"
"کومبړ","Noun"
"کومک","Noun"
"کومکي","Adjective"
"کومه","Noun"
"کومول","Noun"
"کوميک","Adjective"
"کومی","Noun"
"کوناټی","Noun"
"کونج","Noun"
"کونجاړه","Noun"
"کونجۍ","Noun"
"کونجۍ","Noun"
"کونداغ","Noun"
"کونده","Noun"
"کونسترګی","Noun"
"کونسل","Noun"
"کونسټ","Noun"
"کونسټه","Noun"
"کونک","Noun"
"کوني کبر","Noun"
"کونځلې","Noun"
"کونډ","Noun"
"کونډاله","Noun"
"کونډتوب","Noun"
"کونډتون","Noun"
"کونډلۍ","Noun"
"کونډه","Noun"
"کونډی","Adjective"
"کونډېدل","Verb"
"کونړ","Noun"
"کونګری","Noun"
"کونی","Noun"
"کوهی","Noun"
"کوينی","Noun"
"کويه","Noun"
"کويټ","Noun"
"کوټ","Noun"
"کوټ","Noun"
"کوټبند","Noun"
"کوټرکی","Noun"
"کوټل","Verb"
"کوټه","Adjective"
"کوټه","Adjective"
"کوټه","Noun"
"کوټه","Noun"
"کوټوال","Noun"
"کوټی","Noun"
"کوټۍ","Noun"
"کوڅک","Noun"
"کوڅه","Noun"
"کوڅۍ","Noun"
"کوډ","Noun"
"کوډخه","Noun"
"کوډله","Noun"
"کوډي","Noun"
"کوډګر","Noun"
"کوړاغ","Noun"
"کوړکه","Noun"
"کوړکوړ","Noun"
"کوړم","Noun"
"کوړمن","Adjective"
"کوړمه","Noun"
"کوړنج","Noun"
"کوړنچول","Verb"
"کوړنچی","Noun"
"کوړنچېدل","Verb"
"کوړنګ","Adjective"
"کوړه","Adjective"
"کوړه","Noun"
"کوړول","Verb"
"کوړوی","Noun"
"کوړی","Noun"
"کوړۍ","Noun"
"کوړۍ کوړۍ","Adjective"
"کوړېدل","Verb"
"کوږ","Adjective"
"کوږ","Noun"
"کوږل","Verb"
"کوږوالی","Noun"
"کوښکه","Noun"
"کوښه","Noun"
"کوښښ","Noun"
"کوګل","Noun"
"کوګير","Noun"
"کوڼ","Adjective"
"کوڼتوب","Noun"
"کوڼوالی","Noun"
"کوی","Noun"
"کيچړی","Noun"
"کيسر","Noun"
"کيسه","Noun"
"کيسه","Noun"
"کيسه بر","Noun"
"کيسه بري","Noun"
"کيسۍ","Noun"
"کيش","Adverb"
"کيشپ","Noun"
"کيشکارل","Verb"
"کيف","Noun"
"کيفي","Adjective"
"کيفيت","Noun"
"کيکر","Noun"
"کيکه","Noun"
"کيله","Noun"
"کيلو","Noun"
"کيلومتر","Noun"
"کيلوګرام","Noun"
"کيليوالي","Adjective"
"کيندل","Verb"
"کينه","Noun"
"کينه کښ","Adjective"
"کيوبا","Noun"
"کيوبايي","Adjective"
"کيږدۍ","Noun"
"کيڼ","Adjective"
"کټ","Noun"
"کټ کټ","Adverb"
"کټ مټ","Adverb"
"کټاره","Noun"
"کټبون","Noun"
"کټمل","Noun"
"کټميره","Noun"
"کټهار","Noun"
"کټو","Noun"
"کټوری","Noun"
"کټول","Verb"
"کټوه","Noun"
"کټی","Noun"
"کڅ","Noun"
"کڅه","Noun"
"کڅوک","Noun"
"کڅوړه","Noun"
"کډبه","Noun"
"کډن","Adjective"
"کډهل","Noun"
"کډو","Noun"
"کډوال","Noun"
"کډۍ","Noun"
"کړاو","Noun"
"کړاوه","Noun"
"کړايي","Noun"
"کړپ","Noun"
"کړپا","Noun"
"کړپندوکی","Noun"
"کړپهار","Noun"
"کړپول","Verb"
"کړپی","Noun"
"کړپېدل","Verb"
"کړت","Noun"
"کړتن","Adjective"
"کړته","Noun"
"کړچ","Noun"
"کړچهار","Noun"
"کړچول","Verb"
"کړچی","Noun"
"کړچېدل","Verb"
"کړس","Noun"
"کړسند","Adjective"
"کړک","Adjective"
"کړک","Noun"
"کړکه","Adjective"
"کړکی","Adjective"
"کړکی","Noun"
"کړکۍ","Noun"
"کړکېچ","Noun"
"کړکېچن","Adjective"
"کړل","Verb"
"کړم","Adjective"
"کړم","Noun"
"کړمن","Adjective"
"کړمنېزن","Adjective"
"کړمڅی","Noun"
"کړمېزي","Noun"
"کړند","Adjective"
"کړنده","Noun"
"کړنلاره","Noun"
"کړنګ","Adjective"
"کړنګ","Noun"
"کړنګهار","Noun"
"کړنګول","Verb"
"کړنګی","Noun"
"کړنګېدل","Verb"
"کړه","Noun"
"کړه وړه","Noun"
"کړوپ","Adjective"
"کړوپوالی","Noun"
"کړوپول","Verb"
"کړوپېدل","Verb"
"کړوسی","Noun"
"کړوسۍ","Noun"
"کړول","Verb"
"کړومبې","Noun"
"کړيسي","Noun"
"کړيکه","Noun"
"کړۍ","Noun"
"کړېدل","Verb"
"کړېزن","Adjective"
"کړېڅۍ","Noun"
"کږل","Verb"
"کږلېچ","Noun"
"کږلېچی","Noun"
"کږنه","Noun"
"کږه","Noun"
"کږوالی","Noun"
"کږول","Verb"
"کږېدل","Verb"
"کښت","Noun"
"کښتنی","Adjective"
"کښته","Adverb"
"کښته","Noun"
"کښتيوان","Noun"
"کښتګر","Noun"
"کښتۍ","Noun"
"کښکر","Adjective"
"کښکری","Noun"
"کښکی","Noun"
"کښکېلۍ","Noun"
"کښل","Verb"
"کښندی","Noun"
"کښی","Noun"
"کښې","Adverb"
"کښې ايستل","Verb"
"کښېکښل","Verb"
"کښېنستل","Verb"
"کښېنول","Verb"
"کښېوتل","Verb"
"کښېيستل","Verb"
"کښېښوول","Verb"
"کڼاوه","Noun"
"کڼتيا","Noun"
"کڼه","Noun"
"کڼه ورغه","Noun"
"کڼول","Verb"
"کڼی","Noun"
"کڼېدل","Verb"
"کې","Adverb"
"کېبل","Noun"
"کېت","Noun"
"کېج","Adjective"
"کېدل","Verb"
"کېزه","Noun"
"کېس","Noun"
"کېش","Noun"
"کېک","Noun"
"کېله","Noun"
"کېميا","Noun"
"کېمياپوه","Noun"
"کېمياوي","Adjective"
"کېڅ","Noun"
"کېڅۍ","Noun"
"کېړه","Noun"
"کېړۍ","Noun"
"کېړۍ","Noun"
"ل","Noun"
"لا","Adverb"
"لااقل","Adverb"
"لابراتوار","Noun"
"لابوړې","Noun"
"لاپک","Adjective"
"لاپوک","Adjective"
"لاپې","Noun"
"لاتري","Noun"
"لاته وړم کال","Adverb"
"لاتين","Noun"
"لاتيني","Adjective"
"لاجبر","Noun"
"لاجورد","Noun"
"لاجوردي","Adjective"
"لاچي","Noun"
"لاچي","Noun"
"لاحقه","Noun"
"لار","Noun"
"لاربه","Noun"
"لاره","Noun"
"لاروهل","Verb"
"لاروهنه","Noun"
"لاروهونکی","Noun"
"لاروهونی","Noun"
"لاروونی","Noun"
"لاروی","Noun"
"لاري لاري","Adjective"
"لاريز","Adjective"
"لارښودنه","Noun"
"لارښوونکی","Noun"
"لارۍ","Noun"
"لازم","Adjective"
"لازمي","Adjective"
"لاس","Noun"
"لاس اچول","Verb"
"لاس اخيستل","Verb"
"لاس برېدل","idiom"
"لاس بندېدل","idiom"
"لاس پريولل","Verb"
"لاس پوري کول","Verb"
"لاس تنګی","Adjective"
"لاس تنګېدل","idiom"
"لاس ته راوستل","Verb"
"لاس کوڅی","Noun"
"لاس ماغو","Noun"
"لاس نيول","Verb"
"لاس نيوی","Noun"
"لاس ورکول","Verb"
"لاس ولونی","Noun"
"لاس وندی","Noun"
"لاس وهنه","Noun"
"لاستی","Noun"
"لاسليک","Noun"
"لاشه","Noun"
"لاغو","Noun"
"لاک","Noun"
"لاکن","Adverb"
"لال","Noun"
"لالا","Noun"
"لالک","Noun"
"لالهانده","Adjective"
"لالی","Noun"
"لام","Noun"
"لام کلام","Noun"
"لاما","Noun"
"لامبات","Noun"
"لامبل","Verb"
"لامبو","Noun"
"لامبوزن","Noun"
"لامده","Adjective"
"لامذهبه","Adjective"
"لامسه","Noun"
"لامله","Noun"
"لانجه","Noun"
"لانجه مار","Noun"
"لاندنی","Adjective"
"لانده","Adjective"
"لاندی","Noun"
"لاندې","Adverb"
"لانډو","Noun"
"لاهم","Adverb"
"لاهه","Noun"
"لاهو","Adjective"
"لاهوت","Noun"
"لاوا","Noun"
"لاوس","Noun"
"لاوږيز","Noun"
"لايبريا","Noun"
"لايتناهي","Adjective"
"لايحه","Noun"
"لايق","Adjective"
"لاينحل","Adjective"
"لايه","Noun"
"لايۀ","Adjective"
"لاټ","Noun"
"لاټو","Noun"
"لاټين","Noun"
"لاډنګ","Adjective"
"لاډو","Noun"
"لاډونی","Noun"
"لاډيز","Adjective"
"لاړ","Noun"
"لاړن","Adjective"
"لاړو","Adjective"
"لاړي","Noun"
"لاړيجن","Adjective"
"لاړې","Noun"
"لاښ","Noun"
"لاښ","Noun"
"لای","Noun"
"لاېزال","Adjective"
"لب","Adjective"
"لباس","Noun"
"لباسي","Adjective"
"لبغړی","Adjective"
"لبلبو","Noun"
"لبنان","Noun"
"لبنيات","Noun"
"لبوزی","Noun"
"لبډر","Adjective"
"لپاره","proNoun"
"لپانډی","Noun"
"لپاڼکی","Noun"
"لپکی","Noun"
"لپکۍ","Noun"
"لپه","Noun"
"لپوس","Adjective"
"لپړ","Noun"
"لپړو","Adjective"
"لپړی","Noun"
"لت پت","Adjective"
"لتاړ","Adjective"
"لتاړول","Verb"
"لتاړېدل","Verb"
"لته","Noun"
"لج","Noun"
"لچ","Noun"
"لچر","Adjective"
"لچري","Noun"
"لچک","Noun"
"لچلن","Adjective"
"لچه","Noun"
"لحاظ","Noun"
"لحظه","Noun"
"لحن","Noun"
"لخک","Noun"
"لدړ","Noun"
"لدړه","Noun"
"لذت","Noun"
"لر","Adjective"
"لربر","Adjective"
"لرغن","Adjective"
"لرغون","Adjective"
"لرغون پېژندنه","Noun"
"لرغون پېژندونکی","Noun"
"لرغونتوب","Noun"
"لرغونی","Adjective"
"لرل","Verb"
"لره","proNoun"
"لرونکی","Noun"
"لرونه","Noun"
"لرګبه","Noun"
"لرګين","Adjective"
"لرګی","Noun"
"لری","Noun"
"لرې","Adjective"
"لزوم","Adverb"
"لژند","Adjective"
"لس","numerical"
"لسان","Noun"
"لست","Noun"
"لستوڼی","Noun"
"لسم","numerical"
"لسګون","Noun"
"لسی","Noun"
"لشکرځای","Noun"
"لشکه","Noun"
"لشماتي","Adjective"
"لشه","Noun"
"لطف","Noun"
"لطيفه","Noun"
"لعاب","Noun"
"لعان","Noun"
"لعل","Noun"
"لعنت","Noun"
"لعين","Adjective"
"لعړ","Adjective"
"لغات","Noun"
"لغت","Noun"
"لغته","Noun"
"لغم","Noun"
"لغمان","Noun"
"لغونی","Noun"
"لغوه","Adjective"
"لغوړن","Adjective"
"لغوړنېدل","Verb"
"لغوړونول","Verb"
"لغړتوب","Noun"
"لغړتيا","Noun"
"لغړندوکی","Adjective"
"لغړول","Verb"
"لغړېدل","Verb"
"لغښتل","Verb"
"لفاظي","Noun"
"لفافه","Noun"
"لفظ","Noun"
"لفظي","Adjective"
"لفټ","Noun"
"لقب","Noun"
"لک","Adjective"
"لک","numerical"
"لک وبوک","Adjective"
"لکنت","Noun"
"لکه","Noun"
"لکه","particles"
"لکول","Verb"
"لکړه","Noun"
"لکۍ","Noun"
"لل","Adjective"
"لل","Noun"
"لل","Verb"
"لل ګل","Adjective"
"للمه","Noun"
"للمي","Adjective"
"للو","Noun"
"للو","Noun"
"للون","Noun"
"للونول","Verb"
"لم","Noun"
"لماست","Adjective"
"لمانځل","Verb"
"لمانځنه","Noun"
"لمبر","Noun"
"لمبل","Verb"
"لمبه","Noun"
"لمبو","Noun"
"لمبول","Verb"
"لمبېدل","Verb"
"لمپاری","Adjective"
"لمچړ","Adjective"
"لمدبل","Noun"
"لمدول","Verb"
"لمديدل","Verb"
"لمر","Noun"
"لمرپرېواته","Noun"
"لمرتندره","Noun"
"لمرخاته","Noun"
"لمرختيځ","Adjective"
"لمرلوېدل","Verb"
"لمرلوېده","Noun"
"لمرلوېديځ","Noun"
"لمرنی","Adjective"
"لمريز","Adjective"
"لمرټګ","Noun"
"لمرڅرک","Noun"
"لمرڅريکه","Noun"
"لمرګلی","Noun"
"لمسه","Noun"
"لمسول","Verb"
"لمسون","Noun"
"لمسی","Noun"
"لمغړی","Adjective"
"لمن","Noun"
"لمنه","Noun"
"لمنځه","Noun"
"لمټک","Adjective"
"لمڅی","Noun"
"لمړ","Noun"
"لمېسل","Verb"
"لندبل","Noun"
"لندول","Verb"
"لندېدل","Verb"
"لنډ","Adjective"
"لنډاک","Adjective"
"لنډبزری","Noun"
"لنډغر","Adjective"
"لنډکی","Adjective"
"لنډه کاز","Noun"
"لنډهر","Adjective"
"لنډوالی","Noun"
"لنډور","Adjective"
"لنډول","Verb"
"لنډون","Noun"
"لنډيز","Noun"
"لنډګنډ","Adverb"
"لنډی","Adjective"
"لنډۍ","Noun"
"لنډۍ","Noun"
"لنګ","Noun"
"لنګتون","Noun"
"لنګر","Noun"
"لنګه","Noun"
"لنګور","Noun"
"لنګون","Noun"
"لنګوټه","Noun"
"لنګوټی","Noun"
"لنګېدل","Verb"
"له دې کبله","Adverb"
"له دې لامله","Adverb"
"له سره","Adverb"
"له سره","particles"
"له کومه","Adverb"
"له مخی","Adverb"
"له واره","Adverb"
"له واريه","Adverb"
"له يوه مخه","Adverb"
"له ښه مرغه","Adverb"
"له…څخه","particles"
"لهجه","Noun"
"لو","Adjective"
"لو","Noun"
"لو","Noun"
"لوا","Noun"
"لوات","Adjective"
"لواتېدل","Verb"
"لوازم","Noun"
"لوايي","Noun"
"لواړ","Adjective"
"لوباتل","Verb"
"لوبغالی","Noun"
"لوبغاړی","Noun"
"لوبه","Noun"
"لوبول","Verb"
"لوبيا","Noun"
"لوپ","Noun"
"لوپه","Noun"
"لوپه لوپه","Adjective"
"لوپټه","Noun"
"لوت","Adjective"
"لوتبه","Noun"
"لوچک","Adjective"
"لوچی","Noun"
"لوحه","Noun"
"لوخبره","Noun"
"لوخه","Noun"
"لوخړه","Noun"
"لوخړول","Verb"
"لودانه","Noun"
"لودره","Noun"
"لودل","Verb"
"لودن","Noun"
"لوده","Noun"
"لور","Noun"
"لور","Noun"
"لورنه","Noun"
"لورول","Verb"
"لورونه","Noun"
"لورينه","Noun"
"لوری","Noun"
"لوز","Noun"
"لوژ","Noun"
"لوست","Noun"
"لوستل","Verb"
"لوستونکی","Noun"
"لوستی","Adjective"
"لوشکی","Noun"
"لوشل","Verb"
"لوشونکی","Noun"
"لوغ","Noun"
"لوغزه","Adjective"
"لوغل","Verb"
"لوغول","Verb"
"لوغيدل","Verb"
"لوغړن","Adjective"
"لوغړول","Verb"
"لوغړېدل","Verb"
"لوک","Noun"
"لوکاټ","Noun"
"لوکس","Adjective"
